11747391,0662125520,アメ村の中心地、BIG STEPの目の前の雑居ビルにお店を構える『11747391』。エレベーターから降りた先に広がる光景は、アメ村の雑多な街並みからはまるで想像がつかない洗練されたアートギャラリーのよう。パリ・ロンドンから厳選してセレクトされた気鋭のコレクションブランドと世界各地で買い付けたUSEDを融合させたスタイルで独自の世界観を確立。トレンドに敏感な若者を中心に、今日も”異空間”に取り込まれた人々を魅了していくのだ。,1,/img/11747391.jpg,27,5430086,大阪府,大阪市中央区,西心斎橋,,1-5-25,心斎橋,1
vivie,0662446777,アメ村の老舗古着屋pigstyが手掛けるLady's store。古き良きアメリカ古着のセレクトから、変化球的なアイテム、アクセサリーまで幅広くを取り扱う。,2,/img/vivie.jpeg,27,5420086,大阪府,大阪市中央区,西心斎橋,大京心斎橋第2ビル1F,1-9-16,心斎橋,3
it’s a beautiful day,0662121462,1990年にオープンしショウザンビルで最も長い歴史を持ち、古くは1940年代から80~90年代に作られたMADE IN USAのデッドストックをメインに取り揃える。<リーバイス>や<カーハート>、<ディッキーズ>といったワーク物を始め、90年代のアメカジブームを牽引したブランドもあり、青春時代、渋カジでお洒落に目覚めた40代はもちろん、当時のリアルなアメカジスタイルはファッション好きなユースも魅了する。今後、入手困難になるUSデッドストックは、買うなら今。,2,/img/it’s a beautiful day.jpeg,27,5420086,大阪府,大阪市中央区,西心斎橋,ショウザンビル103,2-13-13,難波,4
PEPIN,0647086567,三角公園の目の前にある雑居ビルの2Fに2012年にオープンしたセレクト系USEDショップ。デザイナーズ古着を始めレギュラー物やヴィンテージ、さらにはドメスティックブランドまで幅広く取り揃える。2000年代初頭の＜マリテ＋フランソア・ジルボー＞や＜イッセイミヤケ＞といったブランドを中心に、デザイン性だけでなくユーティリティに富んだアイテムもスタンバイ。USEDとブランド、それぞれの良さを組み合わせたハイセンスなスタイルを提案している。,2,/img/PEPIN.jpeg,27,5420086,大阪府,大阪市中央区,西心斎橋,橋本ビル2F202,1-7-11,四谷橋,2
CAKE,0662130677,古着の聖地として名高いアメ村エリアで根を張ること22年。アメリカ西海岸の風を感じる小さな路面店には、現地の香りが漂う良質な古着たちが当初から変わらないアイテムセレクトで並ぶ。カラバリやサイズなど種類豊富なスケート＆バンドTシャツは、シーズン問わず取り扱い、中にはレアなヴィンテージモノもスタンバイ。スケートショップよりも豊富なステッカーをはじめとした小物類もかなり充実しているため、界隈のスケーターたちからの支持も厚い。,2,/img/CAKE.jpg,27,5420086,大阪府,大阪市中央区,西心斎橋,第2清水町ビル1F,2-13-18,難波,4
JAMアメリカ村店,0665637905,アメリカ村に古着屋JAMがオープン！ 毎日100着以上バイヤーが厳選した買い付け商品が入荷致します。 110坪もの広大なフロアを占めるミリタリー、ワーク、スポーツ、アウトドアなど のレギュラー商品のみならず、ヴィンテージ好きも唸らす幅広いアイテムを取り揃えるメガストア。 特にアメリカ村店はストリート色の強い80s?90sのアイテムに力を入れていて カルチャーを発信する若者の街にピッタリなラインナップとなっています。,2,/img/JAM.jpeg,27,5420086,大阪府,大阪市中央区,西心斎橋,ビッグステップ サウス M1,2-9-28 ,難波,6
LOFTMAN COOP e-ma,0663417038,LOFTMAN COOP UMEDAのコンセプトである「Century Basic＆New Standard」。「売る人」「買う人」の枠を越えて情報を交換・共有できる場を目指し、オリジナリティー(独創性)、アクティブ(躍動感)、ジェネラリー(普遍性)、ステイブル(安定感)を意味する造語「創動遍定(そうどうへんじょう)」をキーワードにライフスタイルに合わせたデイリーウェアを世界中のブランドやセレクトで表現。,1,/img/LOFTMAN.jpeg,27,5300001,大阪府,大阪市北区,梅田,E-ma B1F,1-12-6,梅田,4
Eight Hundred Ships & Co.,0678966429,"大阪は安土町にお店を構える「Eight Hundred Ships & Co.（エイト ハンドレッド シップス アンド コー）」。ファッションアイテム、生活雑貨、1点もののデッドストック&ヴィンテージアイテムなど、こだわりのあるスタイルを持つ大人のためのアイテムを国内外からセレクトしているショップです。
",1,/img/Eight Hundred Ships.png,27,5410052,大阪府,大阪市中央区,安土町, e-FIT ビル 4F,1-5-7,堺筋本町,4
ZABOU,0662519991,"＜紳士をつくる＞をコンセプトに、大阪・南船場に店を構える「ZABOU（ザボウ）」。その時々の気分はもちろん汲みつつ、どのような人種、スタイルを持った人からも最低限『ふつう』と思ってもらえる、どのような場でもその空間にとけこむデイリーカジュアルを提案しているセレクトショップです。
",1,/img/ZABOU.jpeg,27,5420081,大阪府,大阪市中央区,南船場,第2飯沼ビル,4-14-3,心斎橋,5
WUNDER,0661319697,大阪は梅田からほど近い、中崎町にお店を構える「WUNDER CONCEPT STORE #201（ヴンダー コンセプトストア ニマルイチ）」。〈クリーン / ラフ〉〈ドレス / カジュアル〉〈ファッション / リアルクロージング〉をコンセプトに、独自のフィルターを通して、国やジャンルを問わず良質なモノをセレクトしているショップです。,1,/img/WUNDER.png,27,5300015,大阪府,大阪市北区,中崎西,吉村ビル 2F,1-1-6,中崎町,1
AYIN,0666249011,「AYIN」が発信する無限の可能性と、その世界観。固定概念にとらわれずセレクトされたハイストリート、モードからVINTAGE。 その全てをジャンルレスなスタイリングの提案で魅了する。,1,/img/AYIN.jpeg,27,5560021,大阪府,大阪市浪速区,幸町,La Douceur（ラ・ドゥセール）湊町 1.2F,1-2-5,難波,4
BIOTOP OSAKA,0665318223,注目ブランドのファッション、ナチュラルコスメや生活雑貨など、国内外から集めたアイテムを展開し、ボタニカルショップやレストランも併設する複合型ショップ。,1,/img/BIOTOP.jpeg,27,5500015,大阪府,大阪市西区,南堀江,メブロ16 番館 1F,1-16-1,四谷橋,4
THE ANTHOLOGY,00000000000,40年代〜90年代のアメリカヴィンテージを中心にアメリカ・フランス・ドイツの現地でセレクト買付けした商品を扱っています。店内には小さなレコードショップもあり、レコードやfatlava花瓶など雑貨アイテムも扱う古着屋。,2,/img/THE ANTHOLOGY.jpeg,13,1540004,東京都,世田谷区,太子堂,,2-25-13,三軒茶屋,2
feets,0337291550,セレクトショップのようなお洒落な外観「feets（フィート）」。中に入ると、お洒落で洗練されたアイテムが展示会のようにきれいに並んでいます。シルエットやディテールにこだわりを感じる古着が多く、洗練されたアイテムが揃っています。原宿や下北沢とは違った”大人な古着屋”を探しに行ってみてください。,2,/img/feets.jpeg,13,1530052,東京都,目黒区,祐天寺,,2-4-10,祐天寺,3
archeologie,0366735342,1920〜80年代のアメリカ・ヨーロッパ古着をメインに、旧き良きスタンダードなヴィンテージウェアからクセや味のある今らしい古着まで展開するアルケオロジー。ジャンルに囚われず「コダワリ」をテーマに、メンズ・レディースアイテムをセレクトしている。平日は24時まで、土日祝は22時まで営業しているのも特徴だ。,2,/img/archeologie.jpeg,13,1530065,東京都,目黒区,中町,サンハイム祐天寺101,2-48-25,祐天寺,5
JANTIQUES,0357048188,“ヴィンテージ古着の名店”との呼び名もあるジャンティークは、洋服だけでなく、1800〜1930年代の家具やボタンパーツ、フレームなど様々なアイテムを扱っているのが特徴だ。ハイセンスな品揃えで、スタイリストやモデルなど、業界人にも人気な古着屋として知られている。ファッションブランド・フミカ_ウチダ(FUMIKA_UCHIDA)のデザイナー内田文郁はジャンティークの元バイヤー。,2,/img/JANTIQUES.jpeg,13,1530053,東京都,目黒区,上目黒,,2-25-13,中目黒,4
アッシュ,0337937757,"“High quality,High sense, Human, History,Heart, Handmade”をテーマに掲げ「大人が通える古着屋」がコンセプトのアッシュ。レディースのアメリカ古着を揃えており、シックな色合いや柄のものが取り揃えられている。1つの空間の中に2つのお店が存在しているかのように、1階と2階には異なった世界観の空間が広がっており、ふらっと立ち寄るだけでも楽しめそうな古着屋だ。",2,/img/アッシュ.jpeg,13,1530061,東京都,目黒区,中目黒,,1-2-15,代官山,3
DROP,0334636086,レディース古着もメンズ古着も取り扱うドロップ。1900〜1990年代の古着をヨーロッパ・アメリカ問わずセレクトしており、幅広いテイストの中から掘り出し物を見つけたい。クオリティを保ちながら価格帯は抑えめで、手を伸ばしやすいのも魅力の一つだ。,2,/img/DROP.jpeg,13,1530042,東京都,目黒区,青葉台,,1-15-5,中目黒,7
TOKYO LAMPOON,0337800076,デザイナーズブランドを中心としたセレクトで、レディースの可愛らしいヴィンテージ感のあるアイテムが揃うトウキョウ ランプーン。バッグ・アクセサリーなど小物が充実しているので、自分のスタイルに合うものを見つけたい。,1,/img/TOKYO LAMPOON.jpeg,13,1530051,東京都,目黒区,上目黒,,1-7-6,中目黒,2
OLGOU,0334630509,"ヨーロッパから仕入れた古着や雑貨を展開するオルゴー。アンティーク並の年代古着も多々あり、状態の良いものが揃っている。中でもミリタリーが多く、ジェンダーレスな品揃え。
",2,/img/OLGOU.jpeg,13,1530051,東京都,目黒区,上目黒,,1-10-6,中目黒,4
carol,0357789596,日常にさりげない豊かさを'をコンセプトに、国内外のブランド、古着を取扱う セレクトショップ。,1,/img/carol.jpeg,13,1500001,東京都,渋谷区,神宮前, コスモビル COSMO BLD1F,5-45-3,原宿,12
style department_,0368049078,STILL BY HAND、kontor を中心にインポートの洋服、雑貨、アクセサリー、フレグランス、器などを集めて、気軽に立ち寄ることのできるオープンな空間をつくりました。,1,/img/style department_.jpeg,13,1500047,東京都,渋谷区,神山町, グランデュオ 102,7-12,代々木公園,8
BLOOM & BRANCHaoyama,0368922014,“職人”や“所作”に重きを置き、日本人に本来備わっている美学を今に落とし込む。従来のセレクトショップの形を見直し原点に立ち返り、国内外から集められたファッションと、作家ものの器やクラフトなど“次の世代に残したいと思えるモノ”を丁寧にピックアップする。茶室に見立てた空間で、純喫茶の精神性とネルドリップを今に焼き直し表現するCOBI COFFEE、革靴の全てを知り尽くした職人が磨きや各種修理に対応するTHE BAR by Brift Hがそれぞれショップインショップとして入る。,1,/img/BLOOM & BRANCH青山.jpg,13,1070062,東京都,港区,南青山,第1九曜ビル101,5-10-5,表参道,1
THE LIBRARY,0334702151,グローバルな視点から服、ライフスタイルグッズ、書籍などが並ぶオンラインストア。,1,/img/THE LIBRARY.jpeg,13,1500001,東京都,渋谷区,神宮前　,,4-11-2,表参道,2
